f_acidente;d_tipoacidente
355364;Colisão traseira
355366;Tombamento
355367;Colisão lateral mesmo sentido
355368;Colisão frontal
355369;Tombamento
355372;Colisão lateral mesmo sentido
355373;Tombamento
355374;Colisão traseira
355376;Queda de ocupante de veículo
355377;Atropelamento de Pedestre
355378;Colisão traseira
355379;Colisão transversal
355380;Colisão traseira
355381;Saída de leito carroçável
355384;Colisão transversal
355385;Saída de leito carroçável
355386;Colisão transversal
355387;Colisão lateral mesmo sentido
355388;Saída de leito carroçável
355389;Tombamento
355390;Colisão com objeto
355391;Colisão com objeto
355393;Colisão lateral mesmo sentido
355394;Colisão traseira
355396;Tombamento
355400;Colisão traseira
355403;Colisão traseira
355404;Colisão traseira
355405;Colisão lateral mesmo sentido
355406;Colisão com objeto
355407;Tombamento
355408;Colisão traseira
355409;Colisão transversal
355410;Colisão lateral mesmo sentido
355411;Colisão transversal
355412;Colisão traseira
355413;Tombamento
355414;Colisão transversal
355415;Colisão transversal
355416;Colisão traseira
355418;Colisão frontal
355419;Colisão frontal
355420;Tombamento
355421;Engavetamento
355422;Colisão com objeto
355423;Colisão transversal
355424;Colisão traseira
355425;Colisão traseira
355426;Colisão transversal
355427;Colisão lateral mesmo sentido
355428;Colisão transversal
355429;Colisão traseira
355430;Tombamento
355431;Atropelamento de Pedestre
355432;Colisão lateral sentido oposto
355433;Colisão traseira
355434;Colisão traseira
355435;Saída de leito carroçável
355437;Colisão traseira
355438;Atropelamento de Pedestre
355439;Colisão frontal
355441;Colisão transversal
355443;Tombamento
355444;Atropelamento de Pedestre
355445;Colisão com objeto
355446;Colisão com objeto
355447;Colisão traseira
355449;Atropelamento de Pedestre
355450;Queda de ocupante de veículo
355451;Colisão traseira
355452;Colisão lateral mesmo sentido
355453;Colisão transversal
355454;Atropelamento de Pedestre
355455;Saída de leito carroçável
355456;Queda de ocupante de veículo
355457;Tombamento
355458;Colisão lateral mesmo sentido
355459;Atropelamento de Pedestre
355460;Colisão traseira
355463;Tombamento
355464;Colisão com objeto
355465;Tombamento
355466;Saída de leito carroçável
355467;Atropelamento de Pedestre
355468;Atropelamento de Pedestre
355469;Colisão frontal
355470;Colisão lateral mesmo sentido
355471;Tombamento
355472;Saída de leito carroçável
355473;Tombamento
355474;Saída de leito carroçável
355475;Colisão com objeto
355476;Colisão lateral mesmo sentido
355477;Colisão lateral mesmo sentido
355478;Colisão com objeto
355479;Colisão lateral sentido oposto
355480;Colisão com objeto
355481;Saída de leito carroçável
355482;Colisão com objeto
355483;Saída de leito carroçável
355485;Capotamento
355486;Saída de leito carroçável
355488;Tombamento
355489;Colisão lateral mesmo sentido
355490;Colisão traseira
355491;Tombamento
355493;Colisão lateral mesmo sentido
355495;Saída de leito carroçável
355496;Colisão lateral mesmo sentido
355498;Tombamento
355499;Saída de leito carroçável
355500;Saída de leito carroçável
355501;Tombamento
355502;Saída de leito carroçável
355504;Colisão transversal
355505;Colisão traseira
355506;Saída de leito carroçável
355507;Saída de leito carroçável
355508;Colisão transversal
355509;Colisão traseira
355510;Colisão traseira
355511;Atropelamento de Animal
355512;Tombamento
355513;Colisão lateral mesmo sentido
355514;Colisão traseira
355515;Colisão com objeto
355516;Tombamento
355519;Colisão traseira
355520;Colisão traseira
355521;Colisão traseira
355522;Colisão frontal
355523;Colisão traseira
355524;Queda de ocupante de veículo
355525;Colisão traseira
355526;Colisão lateral mesmo sentido
355527;Tombamento
355528;Capotamento
355529;Tombamento
355531;Tombamento
355532;Queda de ocupante de veículo
355533;Atropelamento de Pedestre
355534;Colisão traseira
355535;Incêndio
355537;Colisão traseira
355538;Colisão transversal
355539;Colisão lateral mesmo sentido
355540;Colisão traseira
355542;Colisão traseira
355543;Colisão transversal
355544;Colisão com objeto
355545;Colisão traseira
355548;Queda de ocupante de veículo
355549;Colisão com objeto
355550;Colisão lateral mesmo sentido
355551;Colisão frontal
355553;Colisão transversal
355554;Colisão com objeto
355555;Tombamento
355556;Colisão transversal
355557;Colisão traseira
355558;Colisão com objeto
355559;Colisão com objeto
355561;Colisão traseira
355562;Colisão traseira
355563;Colisão lateral mesmo sentido
355565;Atropelamento de Animal
355566;Saída de leito carroçável
355568;Colisão transversal
355569;Colisão com objeto
355572;Colisão com objeto
355573;Colisão traseira
355574;Tombamento
355575;Colisão traseira
355576;Colisão transversal
355577;Saída de leito carroçável
355578;Colisão traseira
355579;Saída de leito carroçável
355580;Colisão lateral mesmo sentido
355581;Queda de ocupante de veículo
355582;Capotamento
355583;Capotamento
355585;Colisão traseira
355586;Colisão traseira
355588;Tombamento
355589;Colisão traseira
355590;Colisão transversal
355591;Colisão traseira
355592;Saída de leito carroçável
355593;Colisão com objeto
355594;Eventos atípicos
355595;Colisão traseira
355596;Colisão transversal
355597;Saída de leito carroçável
355599;Tombamento
355600;Tombamento
355601;Colisão lateral mesmo sentido
355602;Colisão traseira
355603;Colisão lateral mesmo sentido
355604;Colisão lateral mesmo sentido
355605;Colisão traseira
355606;Saída de leito carroçável
355607;Queda de ocupante de veículo
355608;Queda de ocupante de veículo
355609;Colisão lateral mesmo sentido
355610;Tombamento
355612;Colisão traseira
355613;Colisão traseira
355614;Atropelamento de Pedestre
355615;Tombamento
355616;Colisão traseira
355617;Colisão transversal
355618;Saída de leito carroçável
355619;Colisão transversal
355620;Colisão transversal
355622;Colisão frontal
355623;Colisão transversal
355624;Colisão traseira
355626;Incêndio
355627;Colisão transversal
355628;Tombamento
355629;Colisão traseira
355630;Colisão traseira
355631;Colisão lateral mesmo sentido
355632;Atropelamento de Pedestre
355633;Colisão frontal
355634;Tombamento
355635;Colisão traseira
355636;Colisão traseira
355637;Colisão lateral mesmo sentido
355638;Tombamento
355639;Capotamento
355640;Colisão transversal
355641;Colisão frontal
355642;Colisão traseira
355643;Colisão com objeto
355644;Colisão frontal
355645;Colisão traseira
355646;Saída de leito carroçável
355648;Atropelamento de Pedestre
355650;Colisão transversal
355651;Saída de leito carroçável
355652;Colisão traseira
355653;Tombamento
355654;Incêndio
355655;Colisão traseira
355656;Colisão traseira
355658;Capotamento
355659;Atropelamento de Pedestre
355660;Colisão com objeto
355661;Incêndio
355662;Colisão lateral sentido oposto
355663;Colisão traseira
355664;Tombamento
355665;Colisão transversal
355666;Colisão traseira
355668;Colisão frontal
355669;Saída de leito carroçável
355670;Saída de leito carroçável
355672;Colisão traseira
355673;Colisão lateral sentido oposto
355674;Atropelamento de Pedestre
355675;Atropelamento de Pedestre
355676;Colisão transversal
355677;Tombamento
355678;Saída de leito carroçável
355679;Saída de leito carroçável
355681;Colisão lateral mesmo sentido
355682;Colisão lateral mesmo sentido
355683;Saída de leito carroçável
355684;Colisão frontal
355686;Tombamento
355687;Saída de leito carroçável
355689;Atropelamento de Animal
355690;Capotamento
355691;Colisão traseira
355692;Colisão lateral mesmo sentido
355693;Saída de leito carroçável
355694;Tombamento
355695;Saída de leito carroçável
355696;Colisão lateral mesmo sentido
355697;Saída de leito carroçável
355699;Colisão lateral mesmo sentido
355700;Colisão transversal
355701;Colisão frontal
355703;Colisão frontal
355704;Colisão lateral mesmo sentido
355705;Colisão lateral mesmo sentido
355706;Colisão traseira
355707;Colisão traseira
355708;Atropelamento de Pedestre
355709;Colisão lateral mesmo sentido
355710;Colisão traseira
355712;Colisão frontal
355713;Atropelamento de Pedestre
355714;Colisão traseira
355715;Atropelamento de Pedestre
355716;Saída de leito carroçável
355717;Colisão traseira
355718;Colisão traseira
355719;Colisão lateral sentido oposto
355720;Saída de leito carroçável
355721;Tombamento
355722;Colisão transversal
355723;Colisão lateral mesmo sentido
355724;Saída de leito carroçável
355725;Colisão lateral mesmo sentido
355726;Colisão lateral sentido oposto
355727;Colisão traseira
355728;Incêndio
355730;Colisão frontal
355731;Colisão frontal
355732;Colisão traseira
355734;Colisão transversal
355735;Atropelamento de Pedestre
355736;Colisão traseira
355737;Incêndio
355738;Tombamento
355739;Colisão traseira
355741;Colisão frontal
355742;Eventos atípicos
355743;Atropelamento de Animal
355744;Tombamento
355745;Colisão traseira
355746;Colisão transversal
355747;Colisão frontal
355748;Saída de leito carroçável
355749;Tombamento
355750;Colisão traseira
355751;Saída de leito carroçável
355752;Atropelamento de Pedestre
355753;Colisão frontal
355754;Engavetamento
355755;Colisão com objeto
355756;Colisão transversal
355757;Queda de ocupante de veículo
355758;Tombamento
355759;Saída de leito carroçável
355760;Colisão traseira
355761;Incêndio
355762;Atropelamento de Pedestre
355763;Saída de leito carroçável
355764;Colisão transversal
355765;Colisão transversal
355766;Tombamento
355767;Tombamento
355769;Colisão traseira
355770;Colisão transversal
355772;Colisão transversal
355773;Colisão frontal
355775;Queda de ocupante de veículo
355776;Colisão lateral mesmo sentido
355777;Colisão lateral mesmo sentido
355779;Colisão traseira
355780;Colisão traseira
355781;Saída de leito carroçável
355782;Engavetamento
355783;Colisão frontal
355784;Atropelamento de Pedestre
355785;Atropelamento de Pedestre
355786;Colisão traseira
355787;Tombamento
355788;Colisão lateral mesmo sentido
355789;Colisão traseira
355791;Colisão transversal
355792;Atropelamento de Pedestre
355793;Colisão traseira
355794;Colisão transversal
355795;Queda de ocupante de veículo
355796;Colisão traseira
355797;Colisão transversal
355800;Colisão transversal
355801;Colisão transversal
355803;Saída de leito carroçável
355804;Saída de leito carroçável
355806;Colisão traseira
355807;Tombamento
355808;Colisão com objeto
355809;Colisão transversal
355810;Colisão frontal
355811;Colisão transversal
355812;Saída de leito carroçável
355813;Atropelamento de Pedestre
355814;Colisão traseira
355815;Colisão transversal
355817;Colisão transversal
355818;Atropelamento de Pedestre
355819;Saída de leito carroçável
355820;Capotamento
355821;Colisão transversal
355822;Queda de ocupante de veículo
355823;Tombamento
355824;Colisão traseira
355825;Colisão traseira
355826;Colisão transversal
355827;Engavetamento
355828;Tombamento
355829;Colisão lateral sentido oposto
355830;Colisão traseira
355831;Atropelamento de Animal
355832;Tombamento
355833;Tombamento
355834;Capotamento
355836;Colisão transversal
355837;Tombamento
355838;Tombamento
355839;Colisão com objeto
355840;Atropelamento de Pedestre
355841;Atropelamento de Pedestre
355842;Colisão lateral mesmo sentido
355844;Saída de leito carroçável
355845;Colisão traseira
355846;Tombamento
355847;Colisão com objeto
355849;Incêndio
355850;Colisão transversal
355851;Incêndio
355852;Colisão com objeto
355853;Colisão traseira
355855;Saída de leito carroçável
355856;Colisão traseira
355857;Saída de leito carroçável
355858;Saída de leito carroçável
355859;Colisão lateral mesmo sentido
355860;Colisão com objeto
355861;Saída de leito carroçável
355863;Colisão traseira
355864;Colisão transversal
355865;Colisão traseira
355867;Colisão lateral mesmo sentido
355868;Atropelamento de Pedestre
355869;Capotamento
355870;Colisão frontal
355872;Engavetamento
355874;Tombamento
355875;Colisão com objeto
355876;Queda de ocupante de veículo
355877;Colisão transversal
355878;Colisão lateral mesmo sentido
355879;Colisão lateral mesmo sentido
355881;Colisão transversal
355882;Colisão transversal
355883;Colisão transversal
355884;Atropelamento de Pedestre
355885;Queda de ocupante de veículo
355886;Colisão lateral sentido oposto
355888;Colisão com objeto
355889;Colisão traseira
355890;Colisão traseira
355891;Colisão lateral sentido oposto
355892;Incêndio
355893;Colisão frontal
355894;Colisão transversal
355895;Colisão traseira
355896;Saída de leito carroçável
355897;Colisão frontal
355898;Saída de leito carroçável
355899;Tombamento
355900;Colisão transversal
355901;Colisão traseira
355902;Saída de leito carroçável
355903;Queda de ocupante de veículo
355904;Colisão lateral mesmo sentido
355906;Colisão traseira
355907;Saída de leito carroçável
355908;Saída de leito carroçável
355912;Incêndio
355913;Colisão traseira
